PRT_ID,AREA,INT_SQFT,DATE_SALE,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,INF_PRICE,1+0.04,"POWER(Z,Y)",SALES_PRICE
P00354,Anna Nagar,1823,12/6/2014,2,1,5,Partial,Yes,18-06-1990,Others,ELO,Gravel,RL,2,3.6,4,3.2,537668,101721,19887456.96,1.04,1.36856905,14531570
P06594,Chrompet,724,18-07-2009,1,1,2,Normal Sale,Yes,19-07-2005,Commercial,AllPub,Paved,RH,3.2,2,4.6,3.14,315882,157941,17532224.99,1.04,1.665073507,10529400
P04084,Velachery,1693,11/11/2010,2,1,4,Adj Land,Yes,16-11-1988,Commercial,NoSewer ,No Access,A,2.6,3.7,3.8,3.46,497620,229671,20428354.58,1.04,1.601032219,12759490
P01103,Anna Nagar,1994,26-12-2012,2,1,5,Partial,Yes,29-12-2000,House,NoSewer ,Gravel,RM,2.3,2.6,4.6,3.295,439277,287802,22421985.5,1.04,1.480244285,15147490
P02937,Anna Nagar,1803,26-06-2011,2,1,5,Adj Land,Yes,2/7/1985,House,NoSewer ,Paved,RH,2.3,3.1,2.7,2.66,423315,205244,19747685.59,1.04,1.539454056,12827720
P05048,Velachery,1664,9/5/2010,2,1,4,Family,Yes,13-05-1995,Commercial,AllPub,Paved,I,2.6,3.2,4.7,3.5,428979,128694,22893640,1.04,1.601032219,14299300
P01848,T Nagar,1914,28-01-2012,2,1,5,Partial,Yes,1/2/1996,House,ELO,No Access,RM,2.2,3,2.3,2.445,536363,147500,19848699.23,1.04,1.480244285,13409070
P08559,Chrompet,1014,8/11/2007,1,1,3,Adj Land,Yes,11/11/1994,Others,NoSewer ,Paved,RM,3.2,4.3,3.1,3.61,343748,53711,19345969.26,1.04,1.800943506,10742130
P00164,Chrompet,806,31-10-2014,1,1,3,Family,Yes,8/11/1980,House,NoSewer ,Gravel,RH,2.1,4,2.6,3.01,210030,108905,10645961.79,1.04,1.36856905,7778900
P06386,Velachery,1545,30-08-2009,2,1,4,Family,Yes,5/9/1987,Others,ELO,Gravel,I,3.2,3.4,2.6,3.11,309593,154797,16109236.52,1.04,1.665073507,9674790
P02026,T Nagar,1951,23-12-2011,2,1,5,Normal Sale,Yes,3/1/1968,Others,ELO,No Access,RH,4,2.5,4.7,3.94,461605,149343,20900567.34,1.04,1.539454056,13576610
P03683,KK Nagar,2339,1/2/2011,4,2,6,Family,Yes,4/2/1997,Commercial,NoSewer ,Gravel,RH,4,4.7,4.8,4.53,753187,263616,28987427.26,1.04,1.539454056,18829680
P04264,Karapakkam,1692,3/10/2010,2,2,4,Partial,Yes,5/10/2001,House,NoSewer ,Gravel,RL,3.4,3.9,3.3,3.51,338870,119601,15957087.86,1.04,1.601032219,9966750
P01519,KK Nagar,2352,26-03-2012,4,2,6,Family,Yes,31-03-1995,Others,NoSewer ,Gravel,RM,2.4,4.4,4.9,4,691429,158453,21322593.27,1.04,1.480244285,14404780
P01016,Chrompet,1114,24-02-2013,1,1,3,Family,Yes,5/3/1979,House,NoSewer ,Gravel,RL,2.9,4.5,3,3.57,282411,136336,13860637.42,1.04,1.423311812,9738300
P02338,Anna Nagar,1890,22-10-2011,2,1,5,Ab Normal,Yes,1/11/1971,House,NoSewer ,Gravel,RH,3.9,4.6,5,4.515,374737,214135,20603206.39,1.04,1.539454056,13383450
P07564,KK Nagar,2193,2/10/2008,3,2,5,Adj Land,Yes,8/10/1984,Others,NoSewer ,Paved,RM,3.3,4.1,3.9,3.78,472218,310315,23363674.73,1.04,1.731676448,13491940
P05830,Adyar,1206,14-12-2009,2,2,4,Family,Yes,16-12-2002,Others,NoSewer ,No Access,I,3.3,3.9,2,2.77,337612,112537,15615234.18,1.04,1.665073507,9378105
P04241,Chrompet,728,8/10/2010,1,1,2,Partial,Yes,11/10/1996,House,ELO,Gravel,RH,4.7,4.6,4.9,4.72,246589,53941,12337394.17,1.04,1.601032219,7705900
P02394,Chrompet,1231,13-10-2011,2,1,4,Family,Yes,16-10-1998,House,NoSewer ,No Access,RL,4.6,4.1,4.9,4.49,295745,28620,14686622.62,1.04,1.539454056,9540150
P07953,Velachery,1735,12/6/2008,2,1,4,Ab Normal,Yes,18-06-1984,Commercial,NoSewer ,Paved,RH,3.2,4.2,2.6,3.47,570007,195002,25975458.42,1.04,1.731676448,15000180
P03149,Karapakkam,1266,17-05-2011,1,1,3,Partial,Yes,22-05-1989,House,NoSewer ,No Access,RH,3.1,3.1,3.8,3.38,333274,156435,10470596.76,1.04,1.539454056,6801500
P04803,T Nagar,1915,28-06-2010,2,1,5,Family,Yes,5/7/1982,House,ELO,No Access,RM,4.4,2.7,3,3.345,336613,228897,21557114.32,1.04,1.601032219,13464510
P08466,Chrompet,1295,23-12-2007,2,1,4,Partial,Yes,31-12-1972,Others,NoSewer ,Gravel,RM,4.9,2.7,2.2,3.21,335049,173301,20807020.7,1.04,1.800943506,11553400
P00099,T Nagar,1884,12/12/2014,2,1,5,Ab Normal,Yes,15-12-2003,Commercial,ELO,No Access,RH,4,2.2,3.3,3.235,655925,389456,28052476.77,1.04,1.36856905,20497670
P04607,KK Nagar,1361,1/8/2010,2,1,4,Ab Normal,Yes,2/8/2005,Others,NoSewer ,Gravel,RL,3.9,3.4,4.9,4.15,457413,180838,17031012.25,1.04,1.601032219,10637520
P08940,Chrompet,1055,11/6/2007,1,1,3,Ab Normal,Yes,17-06-1980,House,AllPub,Paved,RM,3.5,4.8,3.8,4.11,330437,160212,18033297.56,1.04,1.800943506,10013250
P07184,Chrompet,851,26-01-2009,1,1,3,Ab Normal,Yes,28-01-2004,Others,ELO,Gravel,RM,2.7,3.2,2.4,2.81,305989,173394,16983117.05,1.04,1.665073507,10199620
P04248,Chrompet,1118,7/10/2010,1,1,3,Partial,Yes,12/10/1990,House,NoSewer ,No Access,RH,2.6,4.4,3.9,3.71,228323,40772,13055457.12,1.04,1.601032219,8154400
P02480,T Nagar,1579,26-09-2011,1,1,4,Family,Yes,6/10/1968,Commercial,AllPub,Gravel,RL,4.2,4.9,3,3.835,516356,363362,29440996.6,1.04,1.539454056,19124310
P09390,Chrompet,988,25-12-2006,1,1,3,Family,Yes,3/1/1972,Commercial,AllPub,Paved,RH,4.9,3.3,3.3,3.78,336550,180295,22512579.03,1.04,1.872981246,12019650
P09474,T Nagar,1667,20-11-2006,1,1,4,Partial,Yes,24-11-1989,Others,NoSewer ,No Access,RM,4.7,4.8,2.1,3.555,336900,134760,25240295.27,1.04,1.872981246,13476000
P08622,Chrompet,1106,19-10-2007,1,1,3,Family,Yes,26-10-1977,House,ELO,Gravel,RH,4.6,3.6,3.1,3.75,234179,54041,16220918.06,1.04,1.800943506,9006900
P05293,Chrompet,1055,24-03-2010,1,1,3,Ab Normal,Yes,27-03-1998,House,NoSewer ,No Access,RL,3.6,4.7,2.6,3.74,246372,149583,14087482.49,1.04,1.601032219,8799000
P00310,T Nagar,1735,10/7/2014,1,1,4,Adj Land,Yes,19-07-1977,Others,ELO,No Access,RM,4.4,4.8,4.2,4.41,497626,113743,19458164.22,1.04,1.36856905,14217890
P05966,Chrompet,1095,20-11-2009,1,1,3,Partial,Yes,22-11-2003,Others,AllPub,Gravel,RM,2.1,3.5,2.5,2.78,372954,67810,18818078,1.04,1.665073507,11301650
P00449,T Nagar,1982,6/4/2014,2,1,5,Adj Land,Yes,11/4/1995,House,NoSewer ,Gravel,RM,2.7,5,4.9,4.265,397023,111167,21734149.29,1.04,1.36856905,15880930
P07556,Adyar,967,4/10/2008,1,1,3,Partial,Yes,13-10-1973,Commercial,ELO,Paved,A,3.1,3.1,2.6,2.85,320273,40034,17331527.02,1.04,1.731676448,10008525
P04391,Velachery,1637,10/9/2010,2,1,4,Adj Land,Yes,12/9/2001,Others,NoSewer ,Paved,RM,4.7,4.4,4.3,4.45,424542,121298,19420168.58,1.04,1.601032219,12129780
P00460,Chrompet,889,31-03-2014,1,1,3,Ab Normal,Yes,8/4/1980,Others,NoSewer ,Gravel,RM,4.6,4.2,3,3.96,280292,100104,13699964.68,1.04,1.36856905,10010430
P03557,Karapakkam,790,1/3/2011,1,1,2,Ab Normal,Yes,13-03-1961,House,ELO,Paved,RM,2.8,3.4,3,3.06,235229,55348,10650712.89,1.04,1.539454056,6918500
P09508,Adyar,659,31-10-2006,1,1,2,Family,Yes,6/11/1981,House,AllPub,Gravel,RH,4.7,3,3.6,3.81,270163,7946,14882662.15,1.04,1.872981246,7945975
P03072,KK Nagar,2120,31-05-2011,3,2,5,Partial,Yes,2/6/2000,Commercial,AllPub,Gravel,RM,3.6,2.3,4.1,3.41,558127,167438,28640341.94,1.04,1.539454056,18604220
P00616,Chrompet,1053,25-11-2013,1,1,3,Family,Yes,3/12/1980,House,NoSewer ,No Access,RH,3,3.4,4.7,3.67,211133,117296,11129942.55,1.04,1.423311812,7819750
P02466,Karapakkam,1501,29-09-2011,2,2,4,Normal Sale,Yes,5/10/1984,House,NoSewer ,Gravel,C,2.4,3.9,4.3,3.61,371076,123692,11901134.45,1.04,1.539454056,7730750
P09146,Chrompet,1117,20-03-2007,1,1,3,Normal Sale,Yes,21-03-2001,House,NoSewer ,No Access,RM,4.8,2,3.8,3.38,246778,49356,17777293.44,1.04,1.800943506,9871100
P07354,Chrompet,892,11/12/2008,1,1,3,Adj Land,Yes,19-12-1976,Others,ELO,No Access,RL,3.1,3.8,3.2,3.41,282752,111387,14837419.41,1.04,1.731676448,8568240
P04225,Karapakkam,541,12/10/2010,1,1,2,Normal Sale,Yes,19-10-1982,Others,NoSewer ,No Access,RL,3.9,3,4.6,3.91,281783,89931,9598788.537,1.04,1.601032219,5995375
P07519,KK Nagar,1414,16-10-2008,2,1,4,Normal Sale,Yes,18-10-2002,Others,NoSewer ,Gravel,RH,2.4,4.7,5,4.13,433952,247973,17892027.39,1.04,1.731676448,10332200
P01069,Chrompet,704,15-01-2013,1,1,2,Partial,Yes,23-01-1983,Others,NoSewer ,No Access,RM,2.5,2.6,5,3.29,217559,31080,11059104.32,1.04,1.423311812,7769980
P07680,KK Nagar,1380,4/9/2008,2,1,4,Normal Sale,Yes,7/9/1997,Others,AllPub,Gravel,RM,2.6,4.2,3.8,3.56,342025,262219,19742531.48,1.04,1.731676448,11400820
P06368,Karapakkam,916,4/9/2009,1,1,3,Ab Normal,Yes,7/9/1996,Others,NoSewer ,Paved,A,2.8,3.8,4.6,3.82,208554,76836,9138339.676,1.04,1.665073507,5488250
P04218,KK Nagar,2065,14-10-2010,3,2,5,Adj Land,Yes,18-10-1992,House,AllPub,Gravel,RM,4.2,3.7,2.7,3.45,651668,117300,20866829.28,1.04,1.601032219,13033360
P06094,Karapakkam,537,24-10-2009,1,1,2,Partial,Yes,4/11/1967,House,NoSewer ,Paved,RH,3.1,4.9,4.9,4.36,250604,74648,8878171.941,1.04,1.665073507,5332000
P09280,Velachery,1534,2/2/2007,2,1,4,Adj Land,Yes,12/2/1965,House,NoSewer ,No Access,RM,2.2,2.7,4.3,3.06,289647,106204,17387911.44,1.04,1.800943506,9654890
P00723,Chrompet,1082,12/9/2013,1,1,3,Partial,Yes,17-09-1994,House,NoSewer ,Gravel,RL,3.9,2.6,4.4,3.53,321184,126527,13852880.37,1.04,1.423311812,9732850
P00210,Chrompet,1101,20-09-2014,1,1,3,Family,Yes,24-09-1996,Commercial,NoSewer ,Paved,RL,4.1,4.1,2.7,3.68,355568,136757,18716139.76,1.04,1.36856905,13675700
P03905,Karapakkam,956,17-12-2010,1,1,3,Normal Sale,Yes,28-12-1967,Commercial,NoSewer ,Paved,C,3.6,3.7,3.3,3.51,353568,176784,12305933.89,1.04,1.601032219,7686250
P02018,Karapakkam,552,24-12-2011,1,1,2,Adj Land,Yes,25-12-2004,Others,ELO,Paved,C,2.2,2.3,4.6,3.19,210170,84068,8088676.475,1.04,1.539454056,5254250
P03231,Chrompet,925,30-04-2011,1,1,3,Normal Sale,Yes,9/5/1975,Others,NoSewer ,No Access,RL,3.8,4,4.7,4.15,266081,77249,13213519.03,1.04,1.539454056,8583250
P01220,Anna Nagar,1822,18-10-2012,2,1,5,Adj Land,Yes,27-10-1976,House,NoSewer ,Gravel,RM,3.4,4,4.3,3.91,382908,147272,21799883.24,1.04,1.480244285,14727220
P06051,T Nagar,1781,2/11/2009,1,1,4,Adj Land,Yes,4/11/2000,Commercial,AllPub,No Access,RH,4.2,2.1,3.9,3.54,608669,284046,33782643.09,1.04,1.665073507,20288980
P02429,KK Nagar,1736,6/10/2011,2,1,4,Partial,Yes,9/10/1996,House,NoSewer ,Gravel,RL,2.1,2.6,3.5,2.81,414262,116843,16352234.93,1.04,1.539454056,10622100
P04041,Chrompet,1217,18-11-2010,2,1,4,Partial,Yes,25-11-1980,House,NoSewer ,Gravel,RM,4.3,3.9,4.8,4.29,300107,139335,17160023.42,1.04,1.601032219,10718100
P08344,Velachery,1601,6/2/2008,2,1,4,Partial,Yes,15-02-1971,Commercial,NoSewer ,Paved,I,2,2.5,3.8,2.77,403834,260538,22558358.6,1.04,1.731676448,13026890
P03521,Karapakkam,1201,10/3/2011,1,1,3,Normal Sale,Yes,15-03-1989,Commercial,AllPub,Paved,C,2.3,4.7,2.8,3.22,342198,133077,14633280.53,1.04,1.539454056,9505500
P05961,Adyar,1023,20-11-2009,1,1,3,Adj Land,Yes,28-11-1978,Others,NoSewer ,Paved,I,3,2.9,2.3,2.63,270380,9013,15006749.72,1.04,1.665073507,9012665
P06195,KK Nagar,1900,7/10/2009,3,2,5,Partial,Yes,13-10-1984,Commercial,NoSewer ,Paved,RM,2.7,4,2.2,2.89,772422,394428,27364650.56,1.04,1.665073507,16434500
P02085,Chrompet,807,13-12-2011,1,1,3,Normal Sale,Yes,18-12-1989,Others,NoSewer ,Paved,RM,2,4,3.5,3.25,251912,46650,14363244.9,1.04,1.539454056,9330090
P07857,T Nagar,1653,10/7/2008,1,1,4,Family,Yes,18-07-1976,Commercial,ELO,No Access,RM,2,2.9,2.1,2.27,589079,304041,32906250.96,1.04,1.731676448,19002540
P06048,KK Nagar,1452,3/11/2009,2,1,4,Ab Normal,Yes,6/11/1997,Others,AllPub,Paved,RL,2.2,3.5,2.1,2.55,435863,93399,17279600.04,1.04,1.665073507,10377680
P08943,Adyar,734,10/6/2007,1,1,2,Adj Land,Yes,19-06-1971,Commercial,AllPub,Gravel,C,3.6,2.5,4,3.58,398500,20436,18401932.68,1.04,1.800943506,10217940
P00294,T Nagar,1504,19-07-2014,1,1,4,Partial,Yes,25-07-1990,Commercial,ELO,No Access,RH,2.9,2.5,4.2,3.385,414886,282122,22711991.88,1.04,1.36856905,16595430
P02503,Anna Nagar,1979,22-09-2011,2,1,5,Family,Yes,30-09-1976,House,ELO,No Access,RL,4.2,3.4,3.4,3.68,401521,220189,19939470.77,1.04,1.539454056,12952300
P02647,Karapakkam,1105,27-08-2011,1,1,3,Adj Land,Yes,7/9/1966,Commercial,AllPub,No Access,I,2.6,4.1,3.9,3.57,277039,98304,13757716.04,1.04,1.539454056,8936750
P08306,Anna Nagar,1712,21-02-2008,1,1,4,Ab Normal,Yes,27-02-1983,Others,NoSewer ,No Access,RH,3.6,2.9,2.5,2.985,312470,62494,21643894.9,1.04,1.731676448,12498810
P03953,Karapakkam,701,5/12/2010,1,1,2,Partial,Yes,7/12/2002,House,NoSewer ,No Access,A,4.1,4.8,2.8,3.79,140064,60568,6060707.463,1.04,1.601032219,3785500
P02206,Karapakkam,1418,15-11-2011,2,2,4,Normal Sale,Yes,25-11-1971,Others,NoSewer ,No Access,C,2.3,3.6,4.8,3.69,314676,72113,10092275.93,1.04,1.539454056,6555750
P00677,Chrompet,1061,23-10-2013,1,1,3,Normal Sale,Yes,2/11/1975,House,NoSewer ,Gravel,RM,2.4,3.9,3.1,3.21,274247,152360,14457005.07,1.04,1.423311812,10157300
P06992,KK Nagar,1868,30-03-2009,3,2,5,Ab Normal,Yes,6/4/1980,Others,AllPub,Gravel,RL,2.4,4.6,2.1,2.94,505829,192697,20053379.39,1.04,1.665073507,12043540
P02996,Anna Nagar,1916,17-06-2011,2,1,5,Normal Sale,Yes,19-06-2003,Commercial,AllPub,Gravel,RM,4.3,2.9,2.5,3.23,936314,444749,36035325.03,1.04,1.539454056,23407860
P01693,Karapakkam,1568,25-02-2012,2,2,4,Family,Yes,8/3/1966,House,ELO,Gravel,I,3.7,2.7,2.6,2.96,382911,62516,11567368.96,1.04,1.480244285,7814500
P08619,Adyar,1210,20-10-2007,2,2,4,Adj Land,Yes,22-10-1997,Others,NoSewer ,Paved,RH,2.9,4.8,3.9,3.78,426624,67362,20219102.69,1.04,1.800943506,11226950
P08536,Adyar,822,16-11-2007,1,1,3,Ab Normal,Yes,25-11-1968,House,NoSewer ,Gravel,RM,2.9,4.9,3.3,3.5,368162,48442,17448414.14,1.04,1.800943506,9688485
P07000,T Nagar,1735,28-03-2009,1,1,4,Adj Land,Yes,5/4/1979,Commercial,NoSewer ,Gravel,RM,2.9,3.8,4.6,3.89,783738,283017,36249482.79,1.04,1.665073507,21770500
P02881,Chrompet,745,6/7/2011,1,1,2,Ab Normal,Yes,11/7/1989,House,AllPub,Paved,RH,4.5,4.9,3.4,4.33,205700,38093,11728330.73,1.04,1.539454056,7618500
P01339,T Nagar,1979,27-07-2012,2,1,5,Ab Normal,Yes,29-07-2004,Commercial,NoSewer ,Paved,RL,3.2,4.9,4.1,4.03,681782,227261,33640120.43,1.04,1.480244285,22726060
P00668,T Nagar,1641,29-10-2013,1,1,4,Normal Sale,Yes,9/11/1968,Others,NoSewer ,Paved,RL,2.3,4.4,2.7,3.005,410920,79533,18866681.26,1.04,1.423311812,13255480
P07767,Chrompet,706,9/8/2008,1,1,2,Ab Normal,Yes,19-08-1970,Others,NoSewer ,Paved,RH,2.1,2.7,2.9,2.58,207922,114716,12415635.26,1.04,1.731676448,7169720
P08528,Anna Nagar,1849,20-11-2007,2,1,5,Normal Sale,Yes,23-11-1993,Commercial,AllPub,Paved,RH,4,4.6,4.5,4.35,823071,379879,38007796.1,1.04,1.800943506,21104380
P02676,Anna Nagar,1979,20-08-2011,2,1,5,Partial,Yes,24-08-1995,Others,AllPub,Paved,RH,3.1,3.2,4.2,3.565,425054,190542,22563839.68,1.04,1.539454056,14657040
P03951,KK Nagar,1639,6/12/2010,2,1,4,Adj Land,Yes,11/12/1989,Others,NoSewer ,Paved,RL,3.8,4.5,4.4,4.25,454977,99873,17766654.53,1.04,1.601032219,11097000
P04246,Karapakkam,796,7/10/2010,1,1,2,Partial,Yes,16-10-1972,Others,ELO,Gravel,A,2.1,4,3,3.03,177156,110124,7665742.263,1.04,1.601032219,4788000
P00916,Chrompet,794,3/5/2013,1,1,2,Adj Land,Yes,9/5/1988,House,AllPub,No Access,RM,3.6,2.4,2,2.64,222252,42741,12166682.87,1.04,1.423311812,8548150
P02769,Adyar,748,2/8/2011,1,1,2,Partial,Yes,3/8/2006,Others,AllPub,Paved,C,2.7,3,4.7,3.76,229599,78925,11045544.37,1.04,1.539454056,7174975
P02573,Adyar,838,9/9/2011,1,1,3,Normal Sale,Yes,11/9/2002,Others,NoSewer ,No Access,RH,3.5,3.6,4.3,3.92,325495,100152,12848337.43,1.04,1.539454056,8346035
P03594,KK Nagar,2459,20-02-2011,4,2,6,Ab Normal,Yes,27-02-1983,House,NoSewer ,Paved,RH,2.4,3.1,3.7,3.13,363220,222618,18037413.71,1.04,1.539454056,11716760
P04407,Karapakkam,1358,7/9/2010,2,2,4,Normal Sale,Yes,17-09-1970,House,NoSewer ,Gravel,C,4.4,3.7,2.8,3.55,342240,171120,11415359.72,1.04,1.601032219,7130000
P08877,Adyar,973,12/7/2007,1,1,3,Family,Yes,20-07-1972,Commercial,NoSewer ,Gravel,A,3.9,4.2,2.8,3.41,329374,164687,19772783.86,1.04,1.800943506,10979125
P00897,Anna Nagar,1995,15-05-2013,2,1,5,Family,Yes,21-05-1991,Others,NoSewer ,No Access,RH,5,2.9,2.2,3.355,543010,167080,19817254.29,1.04,1.423311812,13923340
P01417,Adyar,685,20-05-2012,1,1,2,Normal Sale,Yes,23-05-2003,Others,AllPub,Gravel,A,4.1,2.5,3,3.23,237331,13961,10332600.99,1.04,1.480244285,6980335
P02530,Karapakkam,1012,16-09-2011,1,1,3,Ab Normal,Yes,24-09-1976,Others,ELO,Gravel,I,4.2,3,2.5,3.16,216589,160695,10755780.63,1.04,1.539454056,6986750
P06705,Chrompet,1198,19-06-2009,1,1,3,Ab Normal,Yes,20-06-2005,Commercial,ELO,No Access,RL,3.6,2.3,2.8,2.84,402862,180593,23130868.15,1.04,1.665073507,13891800
P04520,Karapakkam,1152,14-08-2010,1,1,3,Normal Sale,Yes,24-08-1968,House,ELO,No Access,RH,2.3,4.2,3.8,3.47,291663,152172,10151344.78,1.04,1.601032219,6340500
P06486,T Nagar,1869,9/8/2009,2,1,5,Ab Normal,Yes,19-08-1970,Commercial,NoSewer ,No Access,RM,3.6,2.5,3.6,3.325,851325,191548,35437975.92,1.04,1.665073507,21283130
P01491,Chrompet,773,2/4/2012,1,1,2,Ab Normal,Yes,4/4/2006,House,NoSewer ,Paved,RM,3,2.2,2.3,2.47,264747,61774,13063007.79,1.04,1.480244285,8824900
P00195,Anna Nagar,1764,5/10/2014,1,1,4,Normal Sale,Yes,11/10/1988,Commercial,NoSewer ,Paved,RL,2.5,4.5,3.5,3.4,650532,223620,27821804.45,1.04,1.36856905,20329120
P09221,Adyar,653,20-02-2007,1,1,2,Family,Yes,23-02-1993,House,NoSewer ,Gravel,A,3.4,3.6,3,3.24,224183,48472,10911934.71,1.04,1.800943506,6059010
P03314,Anna Nagar,1700,15-04-2011,1,1,4,Adj Land,Yes,25-04-1968,Commercial,NoSewer ,Paved,RH,2.3,2.8,3.4,2.865,669375,133875,29442074.22,1.04,1.539454056,19125010
P09696,Velachery,1505,8/2/2006,2,1,4,Family,Yes,19-02-1962,Commercial,NoSewer ,Gravel,A,4.1,4.3,3.7,4.07,435225,157165,22643556.61,1.04,1.872981246,12089580
P02916,Karapakkam,1589,29-06-2011,2,2,4,Family,Yes,5/7/1987,Others,NoSewer ,No Access,C,3.7,4.7,3.5,3.92,239922,174489,11192408.28,1.04,1.539454056,7270375
P09500,Chrompet,963,7/11/2006,1,1,3,Partial,Yes,8/11/2002,Commercial,ELO,Paved,RL,3,4.4,2.7,3.47,338332,100246,23469953.39,1.04,1.872981246,12530800
P05365,KK Nagar,1724,10/3/2010,2,1,4,Adj Land,Yes,17-03-1980,House,NoSewer ,Paved,RH,4,2.7,3.2,3.29,361668,205271,15649769.73,1.04,1.601032219,9774800
P02772,Adyar,731,31-07-2011,1,1,2,Adj Land,Yes,5/8/1988,House,NoSewer ,No Access,RL,3.5,2.2,4.4,3.69,263853,103942,12308774.18,1.04,1.539454056,7995545
P00184,Chrompet,1239,13-10-2014,2,1,4,Adj Land,Yes,20-10-1984,Others,NoSewer ,No Access,RL,2,3.2,3,2.78,341059,93016,14144339.05,1.04,1.36856905,10335130
P02380,Karapakkam,508,15-10-2011,1,1,2,Family,Yes,25-10-1969,House,NoSewer ,Gravel,A,2.7,5,2.8,3.43,122280,86779,6072376.525,1.04,1.539454056,3944500
P03823,KK Nagar,2470,6/1/2011,4,2,6,Normal Sale,Yes,10/1/1993,Commercial,AllPub,Paved,RL,3.7,3.7,2.9,3.38,612354,316054,30409390.18,1.04,1.539454056,19753360
P08199,Adyar,1170,25-03-2008,1,1,3,Adj Land,Yes,31-03-1986,Commercial,NoSewer ,Paved,I,2.5,3.9,4,3.53,459585,69634,24116763.5,1.04,1.731676448,13926830
P03373,Anna Nagar,1897,7/4/2011,2,1,5,Ab Normal,Yes,17-04-1968,House,NoSewer ,No Access,RH,4.5,3.8,3.9,4.085,423031,84606,18606780.79,1.04,1.539454056,12086610
P05707,KK Nagar,1858,8/1/2010,3,2,5,Partial,Yes,15-01-1981,House,NoSewer ,Gravel,RM,4.9,3.9,4.2,4.32,377651,171660,18322180.69,1.04,1.601032219,11443980
P07434,Adyar,1134,9/11/2008,1,1,3,Partial,Yes,13-11-1993,House,NoSewer ,Paved,RL,2.6,2.2,2.5,2.47,338990,106540,16772022.36,1.04,1.731676448,9685425
P07455,T Nagar,1630,4/11/2008,1,1,4,Family,Yes,12/11/1976,House,NoSewer ,Gravel,RH,4.2,4.2,4.9,4.515,375760,169698,20990152.41,1.04,1.731676448,12121290
P06649,Chrompet,1209,5/7/2009,2,1,4,Ab Normal,Yes,15-07-1971,Others,ELO,No Access,RH,2.4,4.7,5,4.1,226521,99669,15086947.99,1.04,1.665073507,9060830
P03052,Karapakkam,1366,5/6/2011,2,2,4,Family,Yes,7/6/2000,House,NoSewer ,No Access,RH,2.7,3.7,4.7,3.8,245192,61298,11795681.84,1.04,1.539454056,7662250
P08716,T Nagar,1727,12/9/2007,1,1,4,Partial,Yes,18-09-1981,Commercial,NoSewer ,Gravel,RH,3.6,2.7,3.3,3.24,669722,315164,35474480.91,1.04,1.800943506,19697720
P07093,T Nagar,1954,28-02-2009,2,1,5,Adj Land,Yes,6/3/1985,House,NoSewer ,Paved,RM,3.5,2.5,2.5,2.8,446558,253050,24785085.38,1.04,1.665073507,14885280
P07729,Adyar,1022,18-08-2008,1,1,3,Normal Sale,Yes,23-08-1991,Commercial,NoSewer ,Paved,A,3.6,2.2,4.9,3.97,440492,101652,19558688.05,1.04,1.731676448,11294655
P02894,Anna Nagar,1915,4/7/2011,2,1,5,Family,Yes,10/7/1984,House,ELO,No Access,RM,4,3.7,5,4.325,500658,135313,20830799.28,1.04,1.539454056,13531290
P00700,Chrompet,993,8/10/2013,1,1,3,Adj Land,Yes,12/10/1996,House,NoSewer ,Paved,RM,4.4,4.9,3.1,4.21,264923,122272,14502622.22,1.04,1.423311812,10189350
P05202,Velachery,1972,11/4/2010,3,2,5,Normal Sale,Yes,17-04-1984,House,NoSewer ,No Access,RL,4.2,2.3,3.4,3.11,318332,106111,16988664.94,1.04,1.601032219,10611070
P07790,KK Nagar,2366,2/8/2008,4,2,6,Ab Normal,Yes,10/8/1979,House,NoSewer ,Paved,RM,2,4.3,3,3.09,472245,319085,22102044.54,1.04,1.731676448,12763380
P09816,Velachery,1509,16-05-2005,2,1,4,Adj Land,Yes,21-05-1985,Others,AllPub,Paved,C,2.5,4.4,3.2,3.57,288877,83867,18151705.56,1.04,1.947900496,9318600
P06745,KK Nagar,2001,7/6/2009,3,2,5,Family,Yes,8/6/2004,Commercial,NoSewer ,Paved,RL,2.5,3.1,3.6,3.12,825243,303151,28042668.49,1.04,1.665073507,16841700
P08388,Velachery,1735,18-01-2008,2,1,4,Family,Yes,28-01-1967,House,AllPub,Paved,RH,2.4,4.8,2.2,3.42,374128,163081,16612006.8,1.04,1.731676448,9593020
P06922,Chrompet,730,17-04-2009,1,1,2,Adj Land,Yes,27-04-1969,Commercial,NoSewer ,Gravel,RH,3.5,4.7,4,4.13,310480,107062,17826609.98,1.04,1.665073507,10706200
P04797,Velachery,1899,29-06-2010,3,2,5,Ab Normal,Yes,11/7/1962,Others,NoSewer ,Gravel,RM,3.3,3.1,4.3,3.51,473123,161858,19933827.75,1.04,1.601032219,12450610
P01191,Chrompet,1212,6/11/2012,2,1,4,Partial,Yes,15-11-1979,Others,AllPub,Gravel,RL,5,4.5,4.6,4.68,274880,54976,16275567.16,1.04,1.480244285,10995190
P03441,KK Nagar,2172,26-03-2011,3,2,5,Family,Yes,30-03-1994,Others,NoSewer ,Paved,RM,3.7,3.1,3.2,3.32,455951,104217,20054745.09,1.04,1.539454056,13027180
